類別	名稱	地址	電話
地區醫院	同仁醫院	新北市新店區民權路89號	02-29170201
地區醫院	蕭中正醫院	新北市板橋區南雅南路1段15－1，17，19號	02-29685661
地區醫院	中國醫藥大學附設醫院臺北分院	臺北市內湖區內湖路2段360號	02-27919696
地區醫院	豐榮醫院	新北市新店區安德街26巷3號B棟	02-22122111
地區醫院	康寧醫療財團法人康寧醫院	臺北市內湖區成功路5段420巷26號	02-26345500
地區醫院	新北仁康醫院	新北市新店區安康路2段323號地上1至2樓B棟	02-22152345
地區醫院	醫療財團法人臺灣區煤礦業基金會臺灣礦工醫院	基隆市暖暖區源遠路29號	02-24579101
地區醫院	天主教耕莘醫療財團法人永和耕莘醫院	新北市永和區中興街80號Ｂ1-7樓、國光路123號Ｂ3-11樓	02-29286060
地區醫院	基隆市立醫院	基隆市信義區東信路282號，中正區義二路2巷6號	02-24652141
地區醫院	中英醫療社團法人中英醫院	新北市板橋區文化路1段196號1－4樓	02-22563584
地區醫院	輔仁大學學校財團法人輔仁大學附設醫院	新北市泰山區貴子路69號（地下4層、地上1至9層及13層）	02-85128888
地區醫院	財團法人台灣省私立台北仁濟院附設仁濟醫院	臺北市萬華區廣州街200、243號	02-23021133
地區醫院	中山醫療社團法人中山醫院	臺北市大安區仁愛路4段112巷11號	02-27081166
地區醫院	博仁綜合醫院	臺北市松山區光復北路66、68號	02-25786677
地區醫院	西園醫療社團法人西園醫院	臺北市萬華區西園路2段266～274號、185、187號	02-23076968
地區醫院	同仁院醫療財團法人萬華醫院	臺北市萬華區中華路2段606巷6號	02-23059292
地區醫院	宏恩醫療財團法人宏恩綜合醫院	臺北市大安區仁愛路4段71巷1號及4段61號、91巷16號	02-27713161
地區醫院	清福醫院	新北市三峽區介壽路1段286號2樓	02-26739288
地區醫院	東華醫院	南投縣竹山鎮集山路三段272巷16號	049-2658949
地區醫院	彰化基督教醫療財團法人南投基督教醫院	南投縣南投市中興路870號	049-2225595
地區醫院	惠和醫院	南投縣草屯鎮平等街140號	049-2321188
地區醫院	復興醫療社團法人復興醫院	屏東縣屏東市橋南里民生路147－3號及147－2號	08-7232323
地區醫院	迦樂醫療財團法人迦樂醫院	屏東縣新埤鄉箕湖村進化路12－200號	08-7981511
地區醫院	義大醫療財團法人義大大昌醫院	高雄市三民區大昌一路305號地下3樓至7樓	07-5599123
地區醫院	祐生醫院	高雄市三民區鳳北里建國三路60號	07-2866688
地區醫院	四季台安醫院	高雄市三民區聯興路157號，聯興路145巷1號1－3樓	07-3983000
地區醫院	樂生婦幼醫院	高雄市大寮區鳳林三路532號	07-7862688
地區醫院	維馨乳房外科醫院	高雄市左營區立信路246號	07-9763998
地區醫院	博田國際醫院	高雄市左營區博愛二路100號	07-5562217
地區醫院	鈞安婦幼聯合醫院	高雄市左營區華夏路609號地下1層至地上6層	07-3480088
地區醫院	國軍高雄總醫院岡山分院附設民眾診療服務處	高雄市岡山區大義二路1號	07-6250919
地區醫院	惠川醫院	高雄市岡山區岡山路92號	07-6229292
地區醫院	樂安醫院	高雄市岡山區後協里通校路300號	07-6256791
地區醫院	重仁骨科醫院	高雄市前金區中華三路247號1－6樓	07-2813136
地區醫院	活力得中山脊椎外科醫院	高雄市前金區青年二路6號1－3樓	07-2317108
地區醫院	新正薪醫院	高雄市前鎮區一心一路233號1－4樓	07-9705335
地區醫院	信義醫療財團法人高雄基督教醫院	高雄市苓雅區華新街86號	07-3321111
地區醫院	七賢脊椎外科醫院	高雄市新興區七賢一路420號Ｂ1－8樓	07-2385878
地區醫院	新華醫院	高雄市新興區七賢二路97號地下1層，地上1至4層	07-2876080
地區醫院	惠仁醫院	高雄市新興區中山一路67．69號之2	07-2010196
地區醫院	靜和醫院	高雄市新興區民族二路178號	07-2229612
地區醫院	忠孝泌尿專科醫院	高雄市新興區忠孝一路255號Ｂ1－9樓	07-2361761
地區醫院	高大美杏生醫院	高雄市楠梓區大學東路1號1－3樓	07-3658885
地區醫院	金安心醫院	高雄市楠梓區加昌路606號1－4樓	07-3649890
地區醫院	長春醫院	高雄市楠梓區右昌街331號1－5樓	07-3612995
地區醫院	顏威裕醫院	高雄市楠梓區秀昌里後昌路826號	07-3639053
地區醫院	溫賀睿和醫院	高雄市路竹區延平路57號 地上1－5樓	07-6965136
地區醫院	正大醫院	高雄市鼓山區鼓山三路128－9號	07-5823989
地區醫院	重安醫院	高雄市旗山區大德里大仁街18號	07-6618471
地區醫院	溪洲醫院	高雄市旗山區延平一路408．412號	07-6621985
地區醫院	高雄市立鳳山醫院（委託長庚醫療財團法人經營）	高雄市鳳山區經武路42號、42－1號	07-7418151
地區醫院	惠德醫院	高雄市鳳山區福祥街81號1．2樓	07-8126000
地區醫院	泰和醫院	高雄市橋頭區橋頭里成功路101號	07-6111128
地區醫院	燕巢靜和醫療社團法人燕巢靜和醫院	高雄市燕巢區深水路3之20號Ｂ1－3．5樓	07-6156555
地區醫院	維德醫療社團法人基隆維德醫院	基隆市中正區調和街210號	02-24696688
地區醫院	暘基醫院	基隆市安樂區基金一路129巷8號地下1、地下2及1至5樓	02-24322522
地區醫院	南光神經精神科醫院	基隆市安樂區基金一路91號	02-24310082
地區醫院	信安醫療社團法人信安醫院	雲林縣斗六市江厝里瓦厝路159號	05-5223788
地區醫院	全生醫院	雲林縣北港鎮中正路100號	05-7832851
地區醫院	台安醫院	新北市三芝區楓子林路42－5號	02-26371600
地區醫院	泓安醫院	新北市淡水區下圭柔山91巷2號1－4樓地下1樓	02-26232681
地區醫院	培靈醫療社團法人關西醫院	新竹縣關西鎮新富里11鄰石門33－1號	03-5476399
地區醫院	世華醫院	嘉義市西區仁愛路365號	05-2257525
地區醫院	祥太醫療社團法人祥太醫院	嘉義市西區書院里延平街490號永和街116號	05-2230398
地區醫院	建興醫院	嘉義市東區內安里中山路148號	05-2270302
地區醫院	員郭醫院	彰化縣員林市員林大道六段51號	04-8312889
地區醫院	常春醫院	彰化縣員林市員集路二段501號	04-8376689
地區醫院	彰化基督教醫療財團法人漢銘基督教醫院	彰化縣彰化市中山路一段366號	04-7113456
地區醫院	順安醫院	臺中市大甲區光明路6號	04-26862328
地區醫院	美德醫院	臺中市大甲區長安路20號	04-23693568
地區醫院	澄清復健醫院	臺中市西屯區敬德街8－1號	04-24612366
地區醫院	醫療財團法人正德癌症醫療基金會佛教正德醫院	臺中市南屯區文心南五路三段100號	04-37026588
地區醫院	惠盛醫院	臺中市豐原區中正路268號	04-25229100
地區醫院	國立臺灣大學醫學院附設醫院癌醫中心分院	臺北市大安區基隆路3段155巷57號	02-23220322
地區醫院	德威國際牙醫口腔醫院	臺北市內湖區內湖路1段659號1樓	02-27990123
地區醫院	大安婦幼醫院	臺南市中西區金華路三段167號1、2、3、4樓	06-2278899
地區醫院	永達醫療社團法人永達醫院	臺南市永康區永大路二段1326號	06-2311111
地區醫院	天主教靈醫會醫療財團法人惠民醫院	澎湖縣馬公市樹德路14號	06-9272318
地區醫院	長青醫院		-
地區醫院	財團法人天主教靈醫會惠民醫院		-
地區醫院	新泰宜婦幼醫院		-
地區醫院	福太醫院		-
地區醫院	漢銘醫院		-
地區醫院	南基醫院		-
地區醫院	吉安醫院		-
地區醫院	祥太醫院		-
地區醫院	全民醫院		-
地區醫院	佳欣婦幼醫院		-
地區醫院	重仁骨科醫院		-
地區醫院	復興醫院		-
地區醫院	博正國際醫院		-
地區醫院	長佑醫院		-
地區醫院	民族醫院		-
地區醫院	杏和醫院		-
地區醫院	惠盛醫院		-
地區醫院	國立臺灣大學醫學院附設醫院竹東分院		-
地區醫院	大川醫院		-
地區醫院	清福醫院		-
地區醫院	東華醫院		-
地區醫院	佑昇醫院		-
地區醫院	澄清復健醫院		-
地區醫院	弘光科技大學附設老人醫院		-
地區醫院	中國醫藥大學附設醫院草屯分院		-
地區醫院	員生醫院		-
地區醫院	乃榮醫療社團法人乃榮醫院		-
地區醫院	竹山秀傳醫院		-
地區醫院	美德醫院		-
地區醫院	廣聖醫療社團法人廣聖醫院		-
診所	大安診所	臺東縣大武鄉大武村復興路63號	089-791198
診所	仁和內科外科診所	臺東縣太麻里鄉外環路220號	089-780310
診所	台東縣太麻里鄉衛生所	臺東縣太麻里鄉泰和村2鄰民權路66號	089-781220
診所	安健家醫科婦產科診所	臺東縣太麻里鄉泰和村外環路76號	089-780720
診所	懷恩復健科骨科診所	臺東縣台東市中興路一段186號	089-236123
診所	陳深染骨科診所	臺東縣台東市長沙街475號	089-348686
診所	曾建元診所	臺東縣成功鎮中華路112號	089-851002
診所	陳仁祐診所	臺東縣成功鎮民生路143號	089-850851
診所	台東縣池上鄉衛生所	臺東縣池上鄉中山路104號	089-862609
診所	周健文診所	臺東縣池上鄉中西三路3號	089-865609
診所	太平診所	臺東縣卑南鄉太平村太平路272－1號	089-383729
診所	台東縣卑南鄉衛生所	臺東縣卑南鄉太平村和平路132號	089-382042
診所	台東縣延平鄉衛生所	臺東縣延平鄉桃源村昇平路11號	089-561358
診所	臺東縣東河鄉衛生所	臺東縣東河鄉東河村南東河路10鄰300號	089-896289
診所	都蘭診所	臺東縣東河鄉都蘭96號	089-530021
診所	台東縣金峰鄉衛生所	臺東縣金峰鄉賓茂村1鄰14號	089-772201
診所	台東縣長濱鄉衛生所	臺東縣長濱鄉長濱村中興路46號	089-831022
診所	台東縣鹿野鄉衛生所	臺東縣鹿野鄉鹿野村中華路1段418號	089-551074
診所	鹿野診所	臺東縣鹿野鄉鹿野村中華路2段156號	089-550488
診所	台東縣達仁鄉衛生所	臺東縣達仁鄉安朔村復興路122號	089-702209
診所	台東縣綠島鄉衛生所	臺東縣綠島鄉中寮村1－1號	089-672511
診所	東和外科診所	臺東縣臺東市大同路150號	089-311011
診所	台東縣台東巿衛生所	臺東縣臺東市大同路51號	089-350757
診所	大溪診所	臺東縣臺東市大順路23號	089-511999
診所	關強內科診所	臺東縣臺東市中山路224號	089-343588
診所	方眼科診所	臺東縣臺東市中山路230號	089-332659
診所	王崑伊小兒科診所	臺東縣臺東市中山路261號1樓	089-356688
診所	大慶家醫科外科診所	臺東縣臺東市中山路267號	089-322221
診所	李惠雄內科診所	臺東縣臺東市中正路334號	089-361850
診所	陳東佑皮膚科診所	臺東縣臺東市中正路338號	089-327448
診所	尤憲明內科小兒科診所	臺東縣臺東市中華路1段396號	089-323306
診所	豐田診所	臺東縣臺東市中興路4段495號	089-382835
診所	和意診所	臺東縣臺東市四維路三段30號	089-220727
診所	東興內科診所	臺東縣臺東市四維路三段36號	089-228678
診所	王眾舉皮膚科診所	臺東縣臺東市四維路三段46號	089-335116
診所	路加診所	臺東縣臺東市民族里新生路236號1樓	089-352966
診所	吳外婦產科診所	臺東縣臺東市民權里6鄰中山路218號	089-322901
診所	汪皮膚科診所	臺東縣臺東市更生路105號	089-320099
診所	蔡明宏心臟內科診所	臺東縣臺東市更生路199號	089-346882
診所	永和耳鼻喉科診所	臺東縣臺東市更生路46號	089-311151
診所	安欣婦產科診所	臺東縣臺東市武昌街16號	089-320056
診所	優生婦產科診所	臺東縣臺東市南京路123號	089-336226
診所	吳明宏骨外科診所	臺東縣臺東市博愛路362巷6號	089-357787
診所	吳博霖婦產科診所	臺東縣臺東市開封街352號	089-325250
診所	陳明正內科診所	臺東縣臺東市鄭州街3號3至4樓5樓	089-329405
診所	永晴診所	臺東縣關山鎮中華路35號	089-814227
診所	民安診所	臺東縣關山鎮中華路58號	089-814568
診所	臺東縣關山鎮衛生所	臺東縣關山鎮中福里中華路78號	089-811042
診所	山水眼科診所	臺東縣關山鎮和平路128號	089-815000
診所	台東縣蘭嶼鄉衛生所	臺東縣蘭嶼鄉紅頭村36號	089-732575
診所	和田小兒科診所	花蓮縣吉安鄉建國路二段229號1樓	03-8576822
診所	花蓮縣卓溪鄉衛生所	花蓮縣卓溪鄉卓溪村中正路65號	03-8882592
診所	花蓮縣富里鄉衛生所	花蓮縣富里鄉富里村中山路203號	03-8831029
診所	花蓮縣萬榮鄉衛生所	花蓮縣萬榮鄉萬榮村1鄰16號	03-8751651
診所	台東縣海端鄉衛生所	臺東縣海端鄉海端村3鄰29號	089-931391
診所	花蓮縣光復鄉衛生所	花蓮縣光復鄉大馬村中學街158號	03-8701114
診所	春天家醫診所	花蓮縣吉安鄉中山路2段175號	03-8538858
診所	蕭勝雄診所	花蓮縣花蓮市中和街220號	03-8324295
診所	蔣博文復健科診所	花蓮縣花蓮市中美路172號1、2樓	03-8227128
診所	張邦珍內科診所	花蓮縣花蓮市中美路63之5號	03-8350933
診所	謝文億診所	花蓮縣花蓮市中美路63號	03-8336635
診所	陳建發耳鼻喉科診所	花蓮縣花蓮市中美路77之2號	03-8246119
診所	江昌雲婦產科診所	花蓮縣花蓮市中美路87號1、2樓	03-8246156
診所	國泰聯合診所	花蓮縣花蓮市中華路459號	03-8542031
診所	林建中診所	花蓮縣花蓮市中福路193號	03-8361638
診所	北國泰聯合診所	花蓮縣花蓮市府前路580號	03-8228875
診所	花蓮縣鳳林鎮衛生所	花蓮縣鳳林鎮公正街8之1號	03-8761116
診所	大和中醫診所	花蓮縣光復鄉大同村中正路1段149號	03-8701588
診所	葉日昇診所	花蓮縣光復鄉忠孝路100號	03-8700182
診所	漢華中醫診所	花蓮縣吉安鄉中山路3段123號、125號1樓	03-8525272
診所	光鹽診所	花蓮縣吉安鄉中山路3段281號	03-8534305
診所	洪世明眼科診所	花蓮縣吉安鄉中山路一段202號	03-8546005
診所	奇美診所	花蓮縣吉安鄉中山路二段1號	03-8533376
診所	卓奇勳小兒科診所	花蓮縣吉安鄉中山路三段482－3號1樓	03-8533550
診所	中心診所	花蓮縣吉安鄉中央路三段566號	03-8460656
診所	仁洲內兒科診所	花蓮縣吉安鄉仁里村中正路1段47號	03-8529132
診所	張曉昇診所	花蓮縣吉安鄉永安村建國路2段223之1號	03-8576771
診所	福田耳鼻喉科診所	花蓮縣吉安鄉建國路1段65號	03-8577823
診所	悅思身心診所	花蓮縣吉安鄉建國路2段213號1樓	03-8460436
診所	康寧診所	花蓮縣吉安鄉慶豐村中山路3段386號	03-8530910
